,Unnamed: 0,word,word_dur,syll,quantity,stress,segment,seg_duration,seg_midpoint,ictus,f1,f2,euc,fileid,performer
66,66,ma,0.506562648023813,ma,3,1,a,0.4140109153676796,28.728813108018286,ictus,1053.2205366989808,2443.3201709248447,1390.0996342258638,65,LK
68,68,siis,0.3209438963344233,siis,3,1,i,0.11549149659864,29.06951558956916,off,914.3740895159484,1337.0846904579437,422.7106009419952,65,LK
71,71,"kogemata,",1.7877568135403656,ko,1,1,o,0.3727984522744521,29.568102988806068,ictus,408.1619707878374,2056.293210933607,1648.1312401457697,65,LK
75,75,"kogemata,",1.7877568135403656,ma,2,0,a,0.186399226137226,30.329768792159904,ictus,704.6691719474359,1275.958334416768,571.289162469332,65,LK
77,77,"kogemata,",1.7877568135403656,"ta,",2,0,a,0.4008713267606509,30.84408361219659,off,973.4867949118212,1258.8959485726164,285.40915366079514,65,LK
79,79,kus,0.5042718912393198,kus,3,1,u,0.2632812391709649,34.715544187670744,ictus,876.381449184996,2356.215363916506,1479.8339147315098,65,LK
81,81,aga,0.2802120200761422,a,1,1,a,0.1031082785795334,35.07949744801182,off,626.62837779439,2150.11622206754,1523.4878442731497,65,LK
85,85,salk,0.5469636283193822,salk,3,1,a,0.21852241876676,35.495418805755264,ictus,577.6661352329269,2027.92565566594,1450.2595204330128,65,LK
88,88,oli,0.3360319980983206,o,1,1,o,0.1281928342656542,35.9192153742504,ictus,792.6803355053287,1782.100046861107,989.4197113557786,65,LK
92,92,"sarapuida,",1.6541253021056903,sa,1,0,a,0.3795034017322365,36.48892290268018,ictus,831.3149162575162,1484.3012873516914,652.9863710941752,65,LK
96,96,"sarapuida,",1.6541253021056903,pui,2,1,u,0.1845487528344662,37.27889682539683,ictus,738.7952708316311,1711.9824994094677,973.1872285778364,65,LK
97,97,"sarapuida,",1.6541253021056903,pui,2,1,i,0.1666040761156679,37.4544732398719,ictus,847.5586574871866,1426.9125429733388,579.3538854861522,65,LK
99,99,"sarapuida,",1.6541253021056903,"da,",2,0,a,0.2421050555075226,37.72422372956783,off,676.5534090436904,1163.6927238125024,487.139314768812,65,LK
101,101,teine,0.8197991025699167,tei,2,1,e,0.249375620455865,42.35354801743646,ictus,945.369729079794,1470.3225594852006,524.9528304054065,65,LK
102,102,teine,0.8197991025699167,tei,2,1,i,0.1722494337618343,42.56436054454531,ictus,867.8608112350238,1923.174802688392,1055.3139914533683,65,LK
104,104,teine,0.8197991025699167,ne,1,0,e,0.2398163783707332,42.84647616716216,off,550.7738524571879,1837.1787510893964,1286.4048986322086,65,LK
106,106,salk,0.5430719815151477,salk,3,1,a,0.2035422011011789,43.14773595576433,ictus,484.9855123074077,1062.5905442133142,577.6050319059065,65,LK
109,109,oli,0.2903309563722374,o,1,1,o,0.1106884089249362,43.564800542325145,ictus,605.1742987392411,2005.9706841201184,1400.7963853808774,65,LK
116,116,"türnapuida,",1.827075671522337,na,2,0,a,0.2504389419789419,44.46207535133951,ictus,665.0676781043467,1545.0821859984871,880.0145078941405,65,LK
118,118,"türnapuida,",1.827075671522337,pui,2,1,u,0.1506277734824763,44.84330516087781,ictus,555.8488959982726,1658.7429053904618,1102.8940093921892,65,LK
119,119,"türnapuida,",1.827075671522337,pui,2,1,i,0.1870000000000047,45.01211904761904,ictus,965.8040558822414,1435.6538479250094,469.849792042768,65,LK
121,121,"türnapuida,",1.827075671522337,"da,",2,0,a,0.4435868637822011,45.40506953386615,off,567.2849200912424,1145.6341320393983,578.3492119481562,65,LK
123,123,kolmas,0.872814435743301,kol,2,1,o,0.2482755983565567,49.35374780251876,ictus,982.247255189151,1948.946556475982,966.6993012868312,65,LK
126,126,kolmas,0.872814435743301,mas,2,0,a,0.1968736028228406,49.80682342272661,off,594.8874140883244,1037.9684398929269,443.0810258046023,65,LK
129,129,salk,0.5175368364710735,salk,3,1,a,0.2417929191832399,50.18917515375232,ictus,520.0444726914175,1197.1779144438708,677.1334417524533,65,LK
132,132,oli,0.323879591203692,o,1,1,o,0.1133627266702106,50.58817067748123,off,951.6485288653064,1777.6181098722225,825.9695810069161,65,LK
136,136,"kohlapuida,",1.6167393791986484,koh,2,0,o,0.2798164988964657,51.09918749524751,ictus,755.1724870409581,1160.0459872301717,404.87350018921336,65,LK
139,139,"kohlapuida,",1.6167393791986484,la,2,0,a,0.2183933649923588,51.582610308381646,off,703.4077198800136,1256.477089730217,553.0693698502031,65,LK
141,141,"kohlapuida,",1.6167393791986484,pui,2,1,u,0.2456925356164063,51.96479869711828,ictus,520.0818287080152,1404.9041994595834,884.8223707515682,65,LK
142,142,"kohlapuida,",1.6167393791986484,pui,2,1,i,0.1660699546296058,52.17067994224129,ictus,861.0167632986728,1416.021472908859,555.0047096101863,65,LK
144,144,"kohlapuida,",1.6167393791986484,"da,",2,0,a,0.1728947472856248,52.38566091090565,off,771.0131376288765,1008.5499362024876,237.53679857361124,65,LK
146,146,neljas,1.009473456920411,nel,2,1,e,0.2872646603340314,57.35876460566899,ictus,1197.1686934654283,2141.0339280260664,943.865234560638,65,LK
149,149,neljas,1.009473456920411,jas,2,0,a,0.2289614203133396,57.87551018861472,off,672.7179369807442,1988.2463066611049,1315.5283696803608,65,LK
154,154,noori,0.8844727699758153,ri,1,0,i,0.2230080915751031,58.82721619171858,off,1053.7968959782245,1452.5249862997869,398.7280903215624,65,LK
156,156,"neidusida,",1.8201345056827023,nei,2,1,e,0.1852101099522016,59.15227883367551,ictus,775.1724230012009,1439.125288655959,663.952865654758,65,LK
157,157,"neidusida,",1.8201345056827023,nei,2,1,i,0.1436323301670157,59.31670005373512,ictus,646.4738328478489,1524.0142303619157,877.5403975140665,65,LK
159,159,"neidusida,",1.8201345056827023,du,1,0,u,0.366011647891213,59.65089780417231,off,639.5448284379594,1424.7974036133264,785.252575175367,65,LK
161,161,"neidusida,",1.8201345056827023,si,1,0,i,0.3364020364437934,60.08588897976109,ictus,553.6219374743404,1109.5950910809124,555.973153606572,65,LK
163,163,"neidusida,",1.8201345056827023,"da,",2,0,a,0.4102697911486004,60.55371984761453,off,523.2966671837399,2675.97349348383,2152.6768263000904,65,LK
165,165,punapõs ki,1.7237221219716474,pu,1,1,u,0.4190134389523194,64.58701962099943,ictus,1144.9602854585455,2258.74039909472,1113.7801136361743,65,LK
176,176,piigakesi.,1.8456787858264927,ga,2,0,a,0.2847153013197641,66.73791960770725,ictus,434.4721025100528,1255.1315840100272,820.6594814999744,65,LK
178,178,piigakesi.,1.8456787858264927,ke,1,0,e,0.350418832393558,67.21755538454595,ictus,849.1751240706975,1555.399005066405,706.2238809957074,65,LK
180,180,piigakesi.,1.8456787858264927,si.,2,0,i,0.3307303017597007,67.68327218035832,off,557.6313914786487,1336.7016227809688,779.0702313023202,65,LK
184,184,neil,0.3938911212838718,neil,3,1,e,0.1322867766698863,72.48142350508911,off,416.1636563988177,1716.6776151748934,1300.5139587760757,65,LK
185,185,neil,0.3938911212838718,neil,3,1,i,0.1133442915224378,72.60423903918527,off,471.2374565002608,1983.6351400781043,1512.3976835778435,65,LK
189,189,ööles,0.8927484385768452,les,2,0,e,0.2428077225809204,73.40627442635768,off,498.46846883773287,1506.7493970813794,1008.2809282436464,65,LK
192,192,"virvekirja,",1.858468527476276,vir,2,1,i,0.22304430330108,73.90379485150203,ictus,938.982155804678,1663.1756618407462,724.1935060360682,65,LK
195,195,"virvekirja,",1.858468527476276,ve,1,0,e,0.2738645243063899,74.38376360544105,off,621.6515839072688,1268.4145154631756,646.7629315559068,65,LK
197,197,"virvekirja,",1.858468527476276,kir,2,1,i,0.2330526312723577,74.75297935329806,ictus,569.0241021785405,1573.0401806158868,1004.0160784373464,65,LK
200,200,"virvekirja,",1.858468527476276,"ja,",2,0,a,0.3634666540724396,75.32921192036261,off,527.059622417832,1584.8522371284837,1057.7926147106518,65,LK
202,202,sukad,0.9292230725623654,su,2,1,u,0.2724000902198185,79.37366489771762,ictus,978.912688585002,2181.856912975639,1202.944224390637,65,LK
204,204,sukad,0.9292230725623654,kad,2,0,a,0.2059308390022636,79.82849943310657,off,539.0614185057937,1268.7070038870315,729.6455853812379,65,LK
207,207,jalas,0.8430026099702275,ja,1,1,a,0.3462285444129236,80.36389545134477,ictus,941.0878988354638,1482.9083224499543,541.8204236144908,65,LK
214,214,saarekirja.,1.903126904141942,re,1,0,e,0.3065130456762972,81.65970322334586,ictus,916.1087961929752,1298.0801535781798,381.97135738520456,65,LK
216,216,saarekirja.,1.903126904141942,kir,2,1,i,0.2386828955717561,82.04968916890974,ictus,598.976764254184,1878.6312152366615,1279.6544509824778,65,LK
219,219,saarekirja.,1.903126904141942,ja.,2,0,a,0.381306148467516,82.61469058660563,off,541.6950260364057,1803.4981865258385,1261.803160489433,65,LK
220,220,Ei,0.5808907310427571,ei,3,1,e,0.2394731734777195,86.94503160547401,ictus,828.2757684166594,2099.6771504642816,1271.401382047622,65,LK
222,222,olnd,0.4546805237836935,olnd,3,1,o,0.2016672170332896,87.45192842119204,off,510.4400134189649,1321.558179715357,811.1181662963921,65,LK
227,227,julgust,0.8533747375526985,jul,2,1,u,0.1926058135792772,87.99228822124542,ictus,715.1068735995825,1191.1764073748277,476.06953377524496,65,LK
230,230,julgust,0.8533747375526985,gust,2,0,u,0.1815972559237764,88.39166222406999,off,491.030889818211,1336.437823210051,845.40693339184,65,LK
236,236,juure,0.8377142933751287,re,1,0,e,0.3277866210361679,89.33297105686881,ictus,610.0365209159646,979.4722566834622,369.4357357674976,65,LK
238,238,"minna,",0.7535161762067162,min,2,1,i,0.1879442750489204,89.70678787114443,ictus,542.4994254000917,1839.671911114059,1297.1724857139673,65,LK
241,241,"minna,",0.7535161762067162,"na,",2,0,a,0.1431267940757123,90.10363943653618,ictus,538.1719634538784,931.0024273276484,392.8304638737699,65,LK
252,252,sülle,0.8387468162351297,le,1,0,e,0.3085789686169136,95.74414058489351,ictus,564.8132173709654,1809.842226056536,1245.0290086855707,65,LK
254,254,rabadaie.,1.6166680988851,ra,1,0,a,0.3337833711123039,96.1764877735221,ictus,725.2444830014529,1523.765776714041,798.5212937125882,65,LK
258,258,rabadaie.,1.6166680988851,dai,2,1,a,0.2016607867136883,96.97965401026109,ictus,868.0984541593118,1223.0034652852894,354.9050111259776,65,LK
259,259,rabadaie.,1.6166680988851,dai,2,1,i,0.1112611237041107,97.13611496547,ictus,813.6322218844948,1452.202955805897,638.5707339214025,65,LK
262,1,Kelle,0.5483703811176001,kel,2,1,e,0.2245535298862123,0.1164701171430617,ictus,1110.5537724250564,2154.184672536702,1043.6309001116454,77,LO
265,4,Kelle,0.5483703811176001,le,1,0,e,0.188403190074516,0.454168786080342,off,699.5717641226851,1442.3202798946288,742.7485157719437,77,LO
266,5,olid,0.2418576899069862,o,1,1,o,0.0795482672962322,8.579694899798595,off,565.3931027825613,1360.3818686411555,794.9887658585944,77,LO
270,9,olid,0.2633875943860673,o,1,1,o,0.0901101952995642,13.83682408318922,ictus,600.7760862501689,1829.1113557038543,1228.3352694536857,77,LO
274,13,oli,0.2417812137480837,o,1,1,o,0.0916158026641653,18.81161393823708,off,344.2568453697003,1708.2225831901994,1363.9657378204993,77,LO
280,19,neede,0.3333889044809979,de,1,0,e,0.1383412361871272,21.9505814368951,ictus,438.0485505263478,877.3843339770494,439.3357834507016,77,LO
283,22,tõusis,0.3818557660814825,tõu,2,1,u,0.0491558248299313,29.103598320578232,off,706.6022766003886,1956.508763256952,1249.9064866565632,77,LO
285,24,tõusis,0.3818557660814825,sis,2,0,i,0.0805649181139074,29.21745869205015,off,617.7633234805044,1444.1083858643142,826.3450623838098,77,LO
287,26,oli,0.1895093726278887,o,1,1,o,0.0868795882936481,39.20882260664682,off,528.9447693709676,1335.684405306578,806.7396359356103,77,LO
290,29,akkas,0.2776144973822951,ak,3,1,a,0.0866593510890609,47.26750233411239,off,941.4847502907191,1859.900331466829,918.4155811761096,77,LO
295,34,korjama.,0.9411332239707448,kor,2,1,o,0.1796518427681377,50.71572789606282,ictus,748.5362792358304,1101.027221279969,352.4909420441385,77,LO
298,37,korjama.,0.9411332239707448,ja,1,0,a,0.1491347169764907,51.09356479854123,off,775.1159098702395,1225.5969259503763,450.4810160801368,77,LO
300,39,korjama.,0.9411332239707448,ma.,2,0,a,0.1525615362762309,51.36394580498619,ictus,520.5571548617504,1783.3425141423788,1262.7853592806284,77,LO
301,40,akkase,0.5447241944089143,ak,3,1,a,0.2175032053112318,54.50859303811944,ictus,775.5244399502318,1467.8331890568022,692.3087491065704,77,LO
309,48,neede,0.2537855900737611,de,1,0,e,0.0888915675075878,69.69403533051812,off,1018.8033894387282,2019.1460701431104,1000.342680704382,77,LO
311,50,pani,0.2574744472455563,pa,1,1,a,0.1138421312305695,74.31802395677174,off,1120.9205872353102,1967.9754098182611,847.0548225829511,77,LO
315,54,"taevudes,",0.9013117685363312,tae,2,1,a,0.1929100132209669,77.8077355479937,off,372.6499155329963,817.9037645004163,445.25384896742,77,LO
316,55,"taevudes,",0.9013117685363312,tae,2,1,e,0.1393611744207703,77.97387114181457,ictus,383.7386234534728,1460.7336008493417,1076.9949773958688,77,LO
318,57,"taevudes,",0.9013117685363312,vu,1,0,u,0.1374779240465926,78.17129069104826,ictus,764.9493953012873,1781.8832824471829,1016.9338871458956,77,LO
320,59,"taevudes,",0.9013117685363312,"des,",3,1,e,0.1320393036709362,78.3892914746126,ictus,764.710976042873,1504.9743068660994,740.2633308232264,77,LO
323,1,Laske,0.7000867346938775,las,2,1,a,0.2215377347096493,0.1795641825317966,ictus,1125.0297700585425,2441.7814281099318,1316.7516580513889,18,MH
326,4,Laske,0.7000867346938775,ke,1,0,e,0.2321493764172335,0.5840120464852607,ictus,895.4238845122784,1680.3873344443975,784.9634499321191,18,MH
328,6,sissi,0.700409684876808,sis,2,1,i,0.182,0.8950467687074828,ictus,646.9911700274961,1970.239031131089,1323.2478611035929,18,MH
331,9,sissi,0.700409684876808,si,1,0,i,0.2159530522237467,1.2925198934588122,off,408.90080588405846,1927.6198036945457,1518.7189978104873,18,MH
333,11,"kadrisandi,",1.4529235193837964,kad,2,1,a,0.2619810954886461,1.6315503394438853,ictus,487.2723995626826,2095.257038063459,1607.9846385007763,18,MH
336,14,"kadrisandi,",1.4529235193837964,ri,1,0,i,0.1739597728796991,2.0105610007483588,off,915.8275846041068,1624.2408104746935,708.4132258705869,18,MH
338,16,"kadrisandi,",1.4529235193837964,san,2,1,a,0.2119999999999997,2.3185408871882083,ictus,555.975211115196,2245.4464008532264,1689.4711897380305,18,MH
341,19,"kadrisandi,",1.4529235193837964,"di,",2,0,i,0.2175721532445833,2.74463386233219,off,987.7033995887184,1651.7805140783246,664.0771144896063,18,MH
343,21,Laske,0.6657244938091296,las,2,1,a,0.1665572562358281,5.768752551020407,ictus,869.9194008182518,2374.105112152507,1504.1857113342553,18,MH
346,24,Laske,0.6657244938091296,ke,1,0,e,0.1766575947314805,6.128450114198885,off,879.8893745640246,1576.7973962291271,696.9080216651025,18,MH
348,26,sissi,0.6660130009506009,sis,2,1,i,0.1779999999999999,6.413280328798187,ictus,594.097938516768,2338.073083530262,1743.975145013494,18,MH
351,29,sissi,0.6660130009506009,si,1,0,i,0.1772559147827985,6.794163955123826,ictus,573.8287133166788,1903.26913339682,1329.440420080141,18,MH
353,31,"kadrisandi,",1.3356534571554013,kad,2,1,a,0.2487536050200276,7.105153668011528,ictus,506.4284084374829,1807.3660988805057,1300.9376904430228,18,MH
356,34,"kadrisandi,",1.3356534571554013,ri,1,0,i,0.1755475901939691,7.44397803325484,ictus,1060.1013557276162,1622.5780590075835,562.4767032799673,18,MH
358,36,"kadrisandi,",1.3356534571554013,san,2,1,a,0.1869999999999994,7.713030470521542,ictus,615.2385707508745,2124.478740095483,1509.2401693446084,18,MH
361,39,"kadrisandi,",1.3356534571554013,"di,",2,0,i,0.1769148991490858,8.129987920096085,off,905.9704759283906,1665.6612366373922,759.6907607090017,18,MH
363,41,kadril,0.7220733744154852,kad,2,1,a,0.2383753956443701,10.9049605448082,ictus,914.38567144404,2211.975321994604,1297.5896505505643,18,MH
366,44,kadril,0.7220733744154852,ril,2,0,i,0.1378633786848055,11.275079931972789,off,1187.1777702673032,1401.9881525331512,214.81038226584792,18,MH
376,54,"külmeteve,",1.3477855997922674,me,2,0,e,0.1491183144619565,12.551383459326969,off,521.8670488603963,2026.077996945219,1504.2109480848226,18,MH
378,56,"külmeteve,",1.3477855997922674,te,1,0,e,0.3172153234917996,12.936379834846928,ictus,835.447165715622,1536.4798169963956,701.0326512807736,18,MH
380,58,"külmeteve,",1.3477855997922674,"ve,",2,0,e,0.2079265256803637,13.275801981661042,off,561.2233155258044,1747.2593474014664,1186.036031875662,18,MH
382,60,kadril,0.725727020300388,kad,2,1,a,0.2409867400989895,16.165461207614904,ictus,667.0464339498799,2158.647566667013,1491.6011327171336,18,MH
385,63,kadril,0.725727020300388,ril,2,0,i,0.1144193989266462,16.499139688125453,off,1134.3398369415115,1244.181323865325,109.84148692381336,18,MH
388,66,varba,0.6350000000000016,var,2,1,a,0.1538863110904742,16.777314347103303,ictus,612.3763601551141,1828.2051610664696,1215.8288009113555,18,MH
391,69,varba,0.6350000000000016,ba,1,0,a,0.2303083250661401,17.17076319503496,ictus,977.3737238714508,1506.843210535136,529.4694866636853,18,MH
393,71,valutave!,1.1923017074129056,va,1,1,a,0.2466126780296029,17.466962177822374,ictus,1104.2986469069533,1456.355060301456,352.05641339450267,18,MH
397,75,valutave!,1.1923017074129056,ta,1,0,a,0.2229378609387637,18.060805506517664,ictus,717.9263853307832,1109.8525968373174,391.9262115065342,18,MH
399,77,valutave!,1.1923017074129056,ve!,2,0,e,0.2290014724486546,18.36371832875661,off,885.1023497995324,1683.1374678619254,798.035118062393,18,MH
401,79,Kadri,0.4171471409858469,kad,2,1,a,0.1362520268419871,21.157476883256766,ictus,867.3956638634619,2271.1574472384755,1403.7617833750137,18,MH
404,82,Kadri,0.4171471409858469,ri,1,0,i,0.0539330939582853,21.380305718821266,off,728.2696420882138,1824.4281844468017,1096.158542358588,18,MH
405,83,om,0.257651197030512,om,3,1,o,0.1816693691226483,21.49810695036173,off,1008.627270290848,1523.729941191012,515.1026709001638,18,MH
408,86,tullu,0.5984323322392235,tul,2,1,u,0.2053484554767735,21.844899392858675,ictus,691.6835121146705,1496.844247472122,805.1607353574516,18,MH
411,89,tullu,0.5984323322392235,lu,1,0,u,0.1438357412152662,22.191437924462512,off,673.196900708567,1080.966859162132,407.7699584535651,18,MH
413,91,kauge,0.694534138471461,kau,2,1,a,0.2441171990699047,22.47278524308218,ictus,629.6534367951367,1479.3384620011136,849.6850252059769,18,MH
416,94,kauge,0.694534138471461,ge,1,0,e,0.1982148197576165,22.856696051875875,off,926.9116642035322,1422.6322382758244,495.72057407229227,18,MH
423,101,ümmert,0.7585604681424378,mert,2,0,e,0.1573994829869427,26.747850783160143,off,505.7461777527532,1414.7814391772572,909.035261424504,18,MH
426,104,"ilma,",0.6544448644964476,il,2,1,i,0.2100450989267699,27.055780491089397,ictus,906.2293861856642,2058.1709288086263,1151.941542622962,18,MH
429,107,"ilma,",0.6544448644964476,"ma,",2,0,a,0.2259643189902824,27.49222064662732,ictus,571.8954712125526,1415.2030802541356,843.307609041583,18,MH
433,111,ümmert,0.6061020197953759,mert,2,0,e,0.1374768544905258,28.029529873869244,off,652.1075026278737,1853.5125094043965,1201.405006776523,18,MH
436,114,"otsa,",0.6152128192819717,ot,2,1,o,0.1893505266898607,28.30598008926276,ictus,382.14429830376207,1682.8233785125603,1300.6790802087985,18,MH
439,117,"otsa,",0.6152128192819717,"sa,",2,0,a,0.2257570932781192,28.713639098560744,off,905.2667600569832,1383.147276692785,477.88051663580165,18,MH
445,123,soo,0.6022948862885968,soo,3,1,o,0.2416896351753479,32.181467682412325,ictus,338.88823805012186,2220.778777662822,1881.8905396127,18,MH
448,126,"sipa-sopa,",1.3871243304370535,si,2,1,i,0.1633156085490128,32.75279322094117,ictus,779.3046480204532,1123.0729408741015,343.7682928536483,18,MH
450,128,"sipa-sopa,",1.3871243304370535,pa,1,0,a,0.1947704733294131,33.12575018000196,off,413.80400655520606,1942.274000822264,1528.4699942670577,18,MH
452,130,"sipa-sopa,",1.3871243304370535,so,2,1,o,0.1760904469155377,33.417243140124434,ictus,831.2898903910193,1502.8807443963287,671.5908540053094,18,MH
454,132,"sipa-sopa,",1.3871243304370535,"pa,",2,0,a,0.1764711583356302,33.82846474583448,off,676.2419650526142,1195.4144951782364,519.1725301256222,18,MH
462,140,laane,0.625052646574396,ne,1,0,e,0.19915483482756,37.6728183414055,off,912.6159163812968,1448.8771413958789,536.2612250145819,18,MH
464,142,lipa-lapa.,1.2302830963794875,li,2,1,i,0.1257820009437296,37.89283004954578,ictus,633.2409058858393,1258.2065192729244,624.9656133870851,18,MH
466,144,lipa-lapa.,1.2302830963794875,pa,1,0,a,0.1939139181215736,38.28327834414192,off,584.9303946910088,1885.6608139137384,1300.7304192227296,18,MH
468,146,lipa-lapa.,1.2302830963794875,la,2,1,a,0.1418114715012279,38.526827610750615,ictus,926.8886971023044,2126.251439680733,1199.3627425784284,18,MH
470,148,lipa-lapa.,1.2302830963794875,pa.,2,0,a,0.2218767718654248,38.89174046926605,off,918.2562561896964,1554.9795645482511,636.723308358555,18,MH
471,149,Obu,0.4321649832990673,o,1,1,o,0.1470464934180526,41.55781423942415,ictus,824.8077283337325,2203.373160869118,1378.5654325353853,18,MH
475,153,meil,0.2761604876387835,meil,3,1,e,0.0557874149659838,41.903881377551016,ictus,813.0796200865155,1538.3156939331143,725.236073846599,18,MH
476,154,meil,0.2761604876387835,meil,3,1,i,0.0871689238113475,41.97535954693968,ictus,812.3496277029636,1679.6733970683315,867.3237693653679,18,MH
478,156,uppus,0.6025319730300751,up,3,1,u,0.1408845900464683,42.15009226108951,off,585.8472977760364,833.8631889282731,248.0158911522367,18,MH
482,160,"ojasse,",1.1302655458331683,o,1,1,o,0.2644979078424256,42.81443089301756,ictus,553.8871188022929,886.6409737059571,332.7538549036642,18,MH
487,165,"ojasse,",1.1302655458331683,"se,",2,0,e,0.452767637990739,43.58606366593415,off,607.5977042681692,1567.3937037981473,959.795999529978,18,MH
497,175,mätaste,0.6546141422073433,tas,2,0,a,0.0984020455500669,47.27976241259911,off,739.3523312997652,2433.366123142395,1694.0137918426296,18,MH
500,178,mätaste,0.6546141422073433,te,1,0,e,0.1435508284644555,47.53123884960637,off,1009.5839269383764,1557.4222235875216,547.838296649145,18,MH
502,180,"vahele,",1.2244880599331367,va,1,1,a,0.239837077963898,47.79880150243144,ictus,1143.1248433254184,1742.8545150588425,599.7296717334241,18,MH
506,184,"vahele,",1.2244880599331367,"le,",2,0,e,0.5109348942064713,48.572034876668496,ictus,728.1069248358069,2128.638368048424,1400.5314432126172,18,MH
508,186,lumi,0.5927437022359285,lu,1,1,u,0.2048990575630398,51.61859322465167,ictus,833.0066083888539,1783.4117796611904,950.4051712723364,18,MH
512,190,rikkus,0.6167062440466111,rik,3,1,i,0.1609921166566721,52.19670127991881,ictus,459.27965018780446,1705.853169031673,1246.5735188438682,18,MH
519,197,"loogakirja,",1.2410633980369496,ga,1,0,a,0.1866044988520485,53.16814234747214,off,859.84972874955,1046.707859864192,186.858131114642,18,MH
521,199,"loogakirja,",1.2410633980369496,kir,2,1,i,0.171968851883264,53.42426616942594,ictus,691.6340320069868,1344.8864931838011,653.2524611768146,18,MH
524,202,"loogakirja,",1.2410633980369496,"ja,",2,0,a,0.1745623689811637,53.8208332678239,off,501.01163412415394,2092.748004108882,1591.736369984728,18,MH
526,204,sadu,0.6572046489347443,sa,1,1,a,0.2914744209679938,56.6545587099171,ictus,1015.9056150536112,2181.3389437825117,1165.4333287289,18,MH
530,208,rikkus,0.5741553028206781,rik,3,1,i,0.1494095284525798,57.221844232820864,ictus,619.237735889252,1571.267417890767,952.0296820015152,18,MH
537,215,"saaniteki,",1.24581661596077,ni,1,0,i,0.1787578286843327,58.172995963059165,off,969.4430329078197,1458.0439602762792,488.6009273684597,18,MH
