,label,duration,segments,syllables
31,piigakesi.,1.8456787858264931,"[0.12610834101178625, 0.3898409510378258, 0.07665411958609525, 0.2847153013197641, 0.16206870998202305, 0.350418832393558, 0.12514222873574, 0.33073030175970075]","[('pii', 2, 1), ('ga', 2, 0), ('ke', 1, 0), ('si', 1, 0)]"
32,Ööd,0.572707554322534,"[0.2148216414262265, 0.2865136054421811, 0.07137230745412637]","[('ööd', 3, 1)]"
33,neil,0.3938911212838718,"[0.04944295669233156, 0.1322867766698863, 0.11334429152243786, 0.0988170963992161]","[('neil', 3, 1)]"
34,ööles,0.8927484385768452,"[0.4602053346591788, 0.06493694906234282, 0.24280772258092043, 0.12479843227440313]","[('öö', 2, 1), ('les', 2, 0)]"
35,"virvekirja,",1.8584685274762762,"[0.1397959799289339, 0.22304430330108005, 0.11575717006763853, 0.11575717006765274, 0.27386452430638997, 0.11575717006763853, 0.23305263127235776, 0.08100000000000307, 0.1969729243921421, 0.3634666540724396]","[('vir', 2, 1), ('ve', 1, 0), ('kir', 2, 1), ('ja', 1, 0)]"
36,sukad,0.9292230725623654,"[0.1074737784428379, 0.2724000902198185, 0.21566907077792052, 0.2059308390022636, 0.12774929411952485]","[('su', 2, 1), ('kad', 2, 0)]"
37,jalas,0.8430026099702275,"[0.13156703241108403, 0.3462285444129236, 0.07825864995990628, 0.18260351657310991, 0.10434486661320364]","[('ja', 1, 1), ('las', 2, 0)]"
38,saarekirja.,1.903126904141942,"[0.10502210884354213, 0.4079060766801632, 0.09130175828654785, 0.3065130456762972, 0.11738797493984521, 0.23868289557175615, 0.14075055930183566, 0.11425633637443866, 0.381306148467516]","[('saa', 2, 1), ('re', 1, 0), ('kir', 2, 1), ('ja', 1, 0)]"
39,Ei,0.5808907310427571,"[0.23947317347771957, 0.28632662046250346]","[('ei', 3, 1)]"
40,olnd,0.4546805237836935,"[0.2016672170332896, 0.06356846915754488, 0.10600427898368991, 0.0834405586091691]","[('olnd', 3, 1)]"
41,julgust,0.8533747375526985,"[0.09020997799669317, 0.1926058135792772, 0.13742495042879455, 0.07484751764425823, 0.1815972559237764, 0.09447965341981046, 0.08220956856008854]","[('jul', 2, 1), ('gust', 2, 0)]"
42,juure,0.8377142933751287,"[0.07300598817715809, 0.3781477904400816, 0.05877389372172104, 0.32778662103616796]","[('juu', 2, 1), ('re', 1, 0)]"
43,"minna,",0.7535161762067162,"[0.11595136623306246, 0.18794427504892042, 0.14023534369034962, 0.09108068713909745, 0.14312679407571238]","[('min', 2, 1), ('na', 1, 0)]"
44,südant,0.9012015791161474,"[0.11283510441114686, 0.3855766164496117, 0.06885296722313683, 0.1721324180578705, 0.10952824948596174, 0.05227622348841976]","[('sü', 1, 0), ('dant', 3, 1)]"
45,sülle,0.8387468162351297,"[0.10370639177992302, 0.2543290377804368, 0.08262356066776988, 0.0895088573900864, 0.3085789686169136]","[('sül', 2, 1), ('le', 1, 0)]"
46,rabadaie.,1.6166680988850999,"[0.11116601876395293, 0.33378337111230394, 0.11473803381986158, 0.31987573064930075, 0.10083039335682997, 0.20166078671368837, 0.11126112370411079, 0.18775314625067097, 0.13559949451438058]","[('ra', 1, 0), ('ba', 1, 0), ('dai', 2, 1), ('e', 1, 0)]"
