,word,syll,index,segment,quantity,stressed,ictus,duration,midpoint,f1,f2
17,"rindasõl´ge,",da,1,a,1,0,ictus,0.2165495809068716,9.745033206410419,720.2726307073028,1496.7160471863947
18,rindasõlesta,rin,0,i,2,1,off,0.18896775263976906,10.419448748216308,561.4148371249854,1554.6291273607048
19,rindasõlesta,da,1,a,1,0,ictus,0.23120760322983713,10.682892026896457,560.9083778550697,1027.6692995434064
20,"sõmera,",sõ,0,ɵ,1,1,ictus,0.42462165593171974,11.641360365607548,561.5541425069816,1459.3254745991399
21,"sõmera,",me,1,ɛ,1,0,ictus,0.24676965344722745,11.72584006678768,506.9333401543477,1413.7143745697651
22,sõmerast,sõ,0,ɵ,1,0,ictus,0.37452397404587856,12.304753282435904,836.3373682719124,1681.284357837246
23,sõmerast,me,1,ɛ,1,0,ictus,0.18981406721179184,12.351369342513207,934.6339150074938,1445.7271583606262
24,sain,sain,0,ai,3,1,off,0.14649999999999963,12.634416666666668,929.3162114232671,1655.528681193593
25,"soolavakka,",soo,0,oː,2,1,ictus,0.3324733390461567,12.990446411608517,565.6394794949806,1395.6218957537908
26,"soolavakka,",la,1,a,1,0,ictus,0.21354082561326493,13.075035473758163,600.2620859509032,1342.3342427659782
27,soolavakast,soo,0,oː,3,1,ictus,0.3505759410407876,13.689205381579493,490.1619537069241,1145.7220190031367
28,soolavakast,la,1,a,1,1,ictus,0.23771108142140207,13.776323199915387,432.83042493029666,1582.0434282693457
29,"vaisiküisi,",vai,0,ai,2,1,ictus,0.26249188232335996,14.28574051819824,580.201258511674,1226.769748184359
30,"vaisiküisi,",si,1,i,2,0,ictus,0.2050717830651223,14.423548756418002,705.6681767017453,1150.0659952199308
31,vaisiküisist,vai,0,ai,2,1,ictus,0.3326511042271676,15.036809699816267,403.50194817030393,2196.827609055223
32,vaisiküisist,si,1,i,2,0,ictus,0.21023549787157236,15.112654151580063,418.24105627053564,1612.5347703578939
33,kübara,kü,0,y,1,1,ictus,0.3419678362293759,15.730631689440514,898.0460396082091,1171.926065717479
34,kübara,ba,1,ɑ,1,0,ictus,0.23815617165974245,15.84054992251424,612.1801415840513,1498.1289213298935
35,ja,ja,0,a,3,1,off,0.11990772406598182,16.09070477622018,765.8439085128246,1269.5670657630542
36,kübarast,kü,0,y,1,0,ictus,0.4127729891509162,16.517291135982184,812.9910938206823,903.3201731568429
37,kübarast,ba,1,ɑ,1,0,ictus,0.11299907235034112,16.472610210459802,602.0792658551458,861.5913528925241
38,sain,sain,0,ai,3,1,off,0.1979075324986539,16.830035115455672,720.9380651343657,1333.0407373636322
39,"künnirauda,",kün,0,y,2,1,off,0.22760842461430286,17.031610450348648,816.4428325914503,1392.8817762538924
40,"künnirauda,",ni,1,i,1,0,ictus,0.2796883183819858,17.28911659175551,789.9988937342556,1160.5678419516366
41,künnirauast,kün,0,y,2,1,off,0.26267244574859916,17.951089057341424,721.2667987220883,1047.0807867267436
42,künnirauast,ni,1,i,1,0,ictus,0.21969896190068994,18.09920395340286,815.5944894467298,1579.783160569271
43,sain,sain,0,ai,3,1,off,0.11558629872487813,18.49756815813531,808.5560684548274,1000.5749153133062
44,ranitsa,ra,0,a,1,1,ictus,0.36171931854224937,18.923250554011084,479.72399750291834,1008.01996141759
45,ranitsa,nit,1,ɪ,2,0,ictus,0.10986801731423412,18.87761306989594,529.5765716361998,1096.5319643551024
46,ja,ja,0,a,3,1,off,0.11645979693221875,19.24951393525421,723.4262828516165,1235.9425381374122
47,ranitsast,ra,0,a,1,1,ictus,0.3579029135600038,19.623603221559815,486.78988729360543,1194.1509876354282
48,ranitsast,nit,1,ɪ,2,0,ictus,0.10589388095284846,19.574794015762404,460.2317459487992,2370.3095106854425
49,sain,sain,0,ai,3,1,off,0.19072425902548673,19.987833220049623,656.5846889590306,2159.2157307534617
50,rapsuvitsa,rap,0,a,2,1,off,0.16030376057201323,20.126496302306172,1055.0112742645508,2231.1428767502566
51,rapsuvitsa,su,1,u,1,0,ictus,0.2369793156918547,20.39727778507961,1024.6427831621143,2025.819512669062
52,lapse,lap,0,a,2,1,ictus,0.17528547104397774,20.788849441884132,516.573723809499,1185.853450765745
53,lapse,se,1,e,1,0,off,0.21218767547428996,21.014875444019786,831.390455459225,1500.7657957055071
54,puksu,puk,0,u,2,1,ictus,0.19004635281609694,21.139830113438478,849.2540508881939,1300.9840020032261
55,puksu,su,1,u,1,0,ictus,0.25278010034762843,21.384307217789292,596.2474157124897,1410.5287095429803
56,pihta,pih,0,i,2,1,ictus,0.15063514544041112,21.44143747067939,587.1676111444574,1450.9366583709848
57,pihta,ta,1,a,1,0,off,0.1778246773970551,21.667898906559714,576.144631465915,1543.3356680331115
58,peks(a) –,peks,0,e,2,1,off,0.16164554726736924,21.77408148831045,516.2600507182217,1458.1753708343872
59,peks(a) –,(a) –,1,a,2,0,off,0.10155268212481872,21.88967363403783,620.5521937274488,1992.7506356106865
