,word,syll,index,segment,quantity,stressed,ictus,duration,midpoint,f1,f2
39,ligi,gi,1,ɪ,1,0,ictus,0.2797091496682853,15.607889910558303,933.8475944503261,1689.9368434260493
40,maada,maa,0,aː,2,1,x,0.25606712843930524,15.76464685593773,702.4357452436894,1860.531853396423
41,maada,da,1,a,1,0,ictus,0.26265758725164545,15.992538163545431,560.5686183860535,1277.1430103335585
42,ligunema.,li,0,i,1,1,ictus,0.29376623909305266,16.204012154527238,785.9429348353274,2098.2089099487403
43,ligunema.,gu,1,ʊ,1,0,x,0.2939042451413485,16.413584714994037,789.8629500496377,2097.7161601166426
44,"Perenaine,",pe,0,e,1,0,ictus,0.35860179956917193,18.04475558641065,461.97337837465255,1654.1668520985966
45,"Perenaine,",re,1,ɛ,1,0,x,0.2878589442313384,18.170905010782647,513.4916866796821,1679.2756000029913
46,"linnukene,",lin,0,i,2,1,refrain,0.24138045923191953,18.686003047433697,619.8433677232994,1945.8627840070722
47,"linnukene,",nu,1,u,2,0,refrain,0.23512326354101987,18.877262042850546,586.1314373041935,1992.9352799713702
48,tule,tu,0,u,1,1,ictus,0.31800099413774063,20.36944373790191,924.9238145709418,1773.183003648809
49,tule,le,1,ɛ,1,0,ictus,0.23051633749778233,20.48405478563222,722.4235574837528,1352.6644871162157
50,talu,ta,0,a,1,1,x,0.31476794950962983,20.736008112251465,1000.0938996015998,1729.1670025152082
51,talu,lu,1,ʊ,1,0,x,0.23106485917669062,20.848839529758024,425.53401354677305,1226.0251401135235
52,"tuastagi,",tuas,0,u,3,1,ictus,0.3099841086974706,21.097320285641253,698.5399022322339,1119.943509937391
53,"tuastagi,",ta,1,a,1,1,ictus,0.24989819866068785,21.192226429953205,675.6364764892711,1083.8888427828463
54,orjal,or,0,o,2,1,x,0.2470513932241829,23.02171856013236,928.6181095646008,1225.6383990644001
55,orjal,jal,1,a,2,0,x,0.2179232443386141,23.23720722651131,1008.3025161053621,1308.9673762111818
56,oodakuta!,ood,0,oː,3,1,x,0.31737405003272556,23.484857602169935,1019.619543729293,1517.8669396373211
57,oodakuta!,a,1,a,2,1,refrain,0.220724894728626,23.60620139220832,665.420578752809,1764.811702200811
