,word,syll,index,segment,quantity,accent,ictus,duration,midpoint,f1,f2,euc
55,mära,mä,0,æ,1,1,blank,0.11323433589630127,23.329256836315498,678.1240599659163,2159.9513857802963,1481.82732581438
56,mära,ra,1,ɑj,1,0,blank,0.1749399862795542,23.471378448133702,939.9545930869747,1458.6939968308934,518.7394037439187
57,jäi,jäi,0,æi,3,1,blank,0.12105389147252765,23.53472700655189,950.3280362411263,1433.3297140899451,483.0016778488189
58,mätaste,mä,0,æ,2,1,blank,0.1128645072771306,23.620923920275896,848.581173777794,1585.4492702324146,736.8680964546206
59,mätaste,tas,1,a,2,0,blank,0.09840204555006693,23.713682740462104,796.7500082594448,1529.4921748176314,732.7421665581866
60,"vahele,",va,0,a,1,1,blank,0.23983707796389808,24.079278559688643,925.3319646802788,1576.874986728403,651.5430220481242
61,"vahele,",he,1,ɛ,1,0,blank,0.2511235286916147,24.254218545968193,813.6467842413375,1642.724899541092,829.0781152997546
62,lumi,lu,0,u,1,1,blank,0.20489905756303983,25.962970905498114,620.8796166738393,1706.73263926881,1085.8530225949708
63,lumi,mi,1,ɪ,1,0,blank,0.22283368494749567,26.13658924758921,1007.243561935427,2117.652271503233,1110.408709567806
64,rikkus,rik,0,i,3,1,blank,0.16099211665667212,26.21909472745191,838.0958807332363,2086.9221095379357,1248.8262288046994
65,rikkus,kus,1,u,2,0,ictus,0.14635646968788052,26.370939564753087,498.2392483898807,1441.8109391913308,943.5716908014501
66,"loogakirja,",loo,0,oː,2,1,blank,0.2707594689225843,26.630722298449083,351.234710691077,1801.3694698490629,1450.1347591579859
67,"loogakirja,",ga,1,a,1,0,blank,0.18660449885204855,26.724024547875107,907.5612263099134,2133.022326160578,1225.4610998506646
68,sadu,sa,0,a,1,1,blank,0.2914744209679938,28.545885170684542,914.02693562384,2224.1631739797026,1310.1362383558626
69,sadu,du,1,ʊ,1,0,blank,0.23425696719952782,28.66241921398493,921.3823251501495,1335.7710522531108,414.3887271029613
70,rikkus,rik,0,i,3,1,blank,0.14940952845257982,28.722979262749867,1065.3318059823794,1403.188860632326,337.8570546499466
71,rikkus,kus,1,u,2,0,blank,0.1459161124252475,28.871976096835677,883.5561184898452,1476.1238125659509,592.5676940761057
72,"saaniteki,",saa,0,aː,2,1,blank,0.31482722066793656,29.176543902695197,989.5210904647232,1280.8625062869555,291.3414158222323
73,"saaniteki,",ni,1,i,1,0,blank,0.17875782868433276,29.22056635304283,1176.5693234135217,1479.2809811226678,302.71165770914604
74,ärmätus,är,0,æ,2,1,blank,0.18142585597813365,30.93136169314114,430.57478967945536,2153.99598906139,1723.4211993819347
75,ärmätus,mä,1,æ,2,0,blank,0.12573512454136448,31.051591842228436,900.5978786584324,2217.506397721033,1316.9085190626006
76,sei,sei,0,eiː,3,1,ictus,0.31272677389618764,31.55062781556285,934.5330583840736,1520.6942402588597,586.1611818747862
77,ää,ää,0,æː,3,1,ictus,0.570957840872353,31.96522226948711,378.1384490298595,2385.041690995956,2006.9032419660964
78,obese.,o,0,o,1,1,blank,0.13073333739600912,31.810476686446943,341.57548004660686,2186.3462793788467,1844.77079933224
79,obese.,be,1,ɛ,1,0,blank,0.14116125486342668,31.920955627431713,426.7365406560726,2375.897290389791,1949.1607497337186
80,tõsta,tõs,0,ɵ,2,1,blank,0.1887187589396433,33.77209683695281,916.9756662846831,1379.5346630800186,462.5589967953355
81,"usselinki,",us,0,u,2,1,blank,0.18524157075641767,34.087448910378214,923.1162527054037,1530.9878775469103,607.8716248415067
82,"usselinki,",se,1,el,1,0,blank,0.3014870841989534,34.37178014332991,823.769071865431,1496.2673548761304,672.4982830106994
83,"Anna,",an,0,a,2,1,blank,0.18252610866434793,36.0181745126655,489.24280418301214,1672.0321409649366,1182.7893367819245
84,"Anna,","na,",1,a,2,0,blank,0.1682001111513216,36.17671779122212,482.69761614828485,2217.2407845002126,1734.5431683519278
85,sina,si,0,i,1,1,blank,0.27480681126100137,36.4275868908803,1146.3144225234048,2281.7961097651346,1135.4816872417298
86,sina,na,1,ɑ,1,0,ictus,0.19110732932396957,36.51730918304001,805.338915349743,1877.3242362841252,1071.9853209343821
87,anna,an,0,a,2,1,ictus,0.2674155138419252,36.68917103221995,958.6919821658131,1535.9184458144507,577.2264636486376
88,anna,na,1,a,1,0,blank,0.19794903983124357,36.83078510665032,840.387952832905,1575.8253715731066,735.4374187402017
89,penki!,pen,0,e,2,1,blank,0.17754409076488287,36.94778356321446,341.8988354985454,2024.3199156390426,1682.4210801404972
90,penki!,ki!,1,i,2,0,ictus,0.18872644381688986,37.15045701246005,392.6503844379086,1653.6154688213874,1260.9650843834788
91,"Perenaine,",pe,0,e,1,0,blank,0.2859933815868487,38.6363210146887,915.9459468957234,1543.4929650546385,627.5470181589151
92,"Perenaine,",re,1,ɛ,1,0,blank,0.22158118223978818,38.758927956482694,846.655450805705,1466.9615170888248,620.3060662831199
93,"linnukene,",lin,0,i,2,1,blank,0.1932399296818943,39.19776058984094,1147.4075385762212,1420.8723240247623,273.4647854485411
94,"linnukene,",nu,1,u,2,0,blank,0.14140544657118426,39.326017949061466,1051.04197809093,1210.6439957693115,159.60201767838157
95,tagant,ta,0,a,1,0,blank,0.2343210541359042,41.16936207971911,674.0444009076823,1321.1528236253434,647.1084227176611
96,tagant,gant,1,ɑ,3,1,blank,0.13749716770801967,41.22964722178785,927.1223498075251,2289.8426047523903,1362.7202549448652
97,laudjas,laud,0,au,2,1,ictus,0.24340714823986787,41.481415684280236,645.2757347209572,900.832345299174,255.5566105782168
98,laudjas,jas,1,a,2,0,ictus,0.08918735202682626,41.52136418570892,652.8103479496508,929.9407055411524,277.1303575915016
99,"tasane,",ta,0,a,1,1,blank,0.24635213999451366,41.78744151784306,545.5763591911011,842.5405568420407,296.9641976509396
100,"tasane,",sa,1,ɑ,1,0,ictus,0.22237122315264912,41.938417743844255,804.6882536865867,2201.5009264145997,1396.812672728013
101,puhu,pu,0,u,1,1,blank,0.2894618922157264,43.70468216018744,669.922626351729,1702.7535331545596,1032.8309068028307
102,puhu,hu,1,ʊ,1,0,blank,0.20934297562030224,43.81064588858784,617.1747116259143,1929.263276688915,1312.0885650630007
103,tuli,tu,0,u,1,1,blank,0.268786042771751,44.02257334538864,928.1731111168818,1511.806685501268,583.6335743843862
104,tuli,li,1,ɪ,1,0,blank,0.19700446618536205,44.115652301361095,943.7255988684303,1605.8826472234698,662.1570483550395
105,"tubadesse,",tu,0,u,1,1,blank,0.2539179432987737,44.31003688406435,929.9790128279485,1641.4625830149319,711.4835701869833
106,"tubadesse,",ba,1,ɑ,1,0,blank,0.20877363343362276,44.42771488857055,650.1140173675465,1611.9175356262972,961.8035182587507
107,lõõtsu,lõõt,0,ɵː,2,1,blank,0.21968090034229704,46.21843968990382,1019.4536779385477,2150.191378047648,1130.7377001091004
108,lõõtsu,su,1,u,1,0,blank,0.17574472027384047,46.34895598951895,816.6272489246062,2089.535534712724,1272.9082857881176
109,lõke,lõ,0,ɵ,2,1,ictus,0.18866712617631265,46.48076452972431,909.7368404941692,1613.5410378881404,703.8041973939712
110,lõke,ke,1,e,1,0,blank,0.18771258427479154,46.672353835769854,881.0714326641539,1854.0129223548229,972.941489690669
111,"põrmandulle,",põr,0,ɵ,2,1,blank,0.16540679555184568,46.77984614519281,849.236747078176,1967.1888093968375,1117.9520623186615
112,"põrmandulle,",man,1,a,2,0,blank,0.13438407038262312,46.916814696755935,750.7670381218969,2436.2401668978937,1685.4731287759969
113,võta,võ,0,ɵ,2,1,blank,0.09821028485890793,48.595089372265996,770.2151604997906,1787.9281000158242,1017.7129395160335
114,võta,ta,1,a,1,0,blank,0.18433868247177543,48.82982543775747,721.1687347275621,1924.151330058076,1202.982595330514
115,pirdu,pir,0,i,2,1,blank,0.1395619837468587,48.925184761900454,787.7330170265649,1641.1171454266494,853.3841284000845
116,pirdu,du,1,u,1,0,blank,0.190070932539669,49.1554102536848,1148.8146364766094,1262.590163367254,113.77552689064464
117,"pistussesta,",pis,0,i,2,1,blank,0.16402987488024223,49.25466027474171,1155.699246253425,1412.8472117816384,257.1479655282135
118,"pistussesta,",tus,1,u,2,0,blank,0.1524843896493593,49.414982788013916,837.6310197936797,1561.7798066645337,724.148786870854
119,võta,võ,0,ɵ,2,1,blank,0.12405509666389491,51.16182876618261,942.0018327761132,2126.104067594839,1184.1022348187257
120,võta,ta,1,a,1,0,blank,0.25315526738221195,51.43953660477954,638.648360130249,1775.4686955852155,1136.8203354549664
121,halgu,hal,0,al,2,1,ictus,0.26208635921162227,51.61334761217011,699.3096237023477,1088.7588293604358,389.4492056580881
122,halgu,gu,1,u,1,0,ictus,0.16341057218399158,51.694526018271425,581.0590292881811,1053.0581893468702,471.9991600586891
123,ahju,ah,0,a,2,1,blank,0.21968090034228283,51.83250163252171,454.4890268255899,1687.6958303115084,1233.2068034859185
124,ahju,ju,1,u,1,0,blank,0.11860918971494527,51.94981858164642,340.68513943979997,2295.4466519834255,1954.7615125436255
125,päälta!,pääl,0,æːl,3,1,ictus,0.24552571214726981,52.1701286185311,616.5624095944268,1904.352122851505,1287.7897132570783
126,päälta!,ta!,1,a,2,0,ictus,0.20919795803396823,52.31213006587213,703.6429969509333,2532.1286496207968,1828.4856526698636
127,ole,o,0,ol,1,1,blank,0.1717219422999392,53.76645068203432,916.937374076799,1837.9496379659113,921.0122638891123
128,ole,le,1,ɛ,1,0,blank,0.07039996522881609,53.750989676113164,809.3468695166425,1821.3504956515712,1012.0036261349287
129,pirdu,pir,0,i,2,1,blank,0.14512670068026523,53.89277083333333,907.6781190844457,1631.596839532643,723.9187204481972
130,pirdu,du,1,u,1,0,blank,0.15731334173796085,54.078408566570495,965.4210557227933,1324.0477425598071,358.62668683701384
131,"pistussenna,",pis,0,i,2,1,blank,0.16899096053420237,54.20881191309023,983.5022519884226,1526.087371933663,542.5851199452404
132,"pistussenna,",tus,1,u,2,0,blank,0.1643572227113026,54.38144917976309,904.043921014084,1588.6142747300182,684.5703537159342
133,võta,võ,0,ɵ,2,1,blank,0.07655736811943825,56.02398717962737,537.103881786068,2113.444604507376,1576.3407227213079
134,võta,ta,1,a,1,0,blank,0.1946361993977348,56.26604524680771,855.7273363864257,2189.219758432327,1333.4924220459015
135,lõmmu,lõm,0,ɵ,2,1,blank,0.2136643895246948,56.42477707623927,704.7550239423205,2051.6743439294473,1346.919319987127
136,lõmmu,mu,1,u,1,0,ictus,0.15952982739612764,56.55737109723739,843.9883965797734,1634.8983406282073,790.9099440484339
137,lõhna,lõh,0,ɵ,2,1,ictus,0.2160123498491373,56.73648646183344,1113.0509415327865,1497.2631701652638,384.21222863247726
138,lõhna,na,1,a,1,0,blank,0.18783682595578455,56.87501612097583,716.9960416636352,1561.7618027607436,844.7657610971085
139,"päälta,",pääl,0,æːl,3,1,blank,0.23949195309361926,57.0530101943678,616.5432995731206,1217.3827226357716,600.839423062651
140,"päälta,","ta,",1,a,2,0,ictus,0.18292261683238564,57.177233803089,547.7341596815976,1531.186227698083,983.4520680164854
141,ole,o,0,o,1,1,ictus,0.08670814042615405,58.58290551579131,534.1677392030739,1703.1990766505787,1169.031337447505
142,ole,le,1,ɛ,1,0,ictus,0.0812499129283708,58.6488013585066,789.1889874238104,2220.0215093181628,1430.8325218943523
143,lõmmu,lõm,0,ɵ,2,1,blank,0.1829602932601233,58.818138239033686,476.39048608319314,1967.3827626945692,1490.9922766113762
144,lõmmu,mu,1,u,1,0,blank,0.1775470706061668,58.99586592168661,716.2601548040633,1764.160462151645,1047.900307347582
145,lõhna,lõh,0,ɵ,2,1,blank,0.19018478628021285,59.13415481976622,1162.8502803440285,1462.4768937450194,299.6266134009909
146,lõhna,na,1,a,1,0,blank,0.16066448934746802,59.27766431219328,1159.873937464622,1409.7714503529278,249.89751288830576
147,"päälta,",pääl,0,æːl,3,1,blank,0.2653195166625295,59.50431384974054,828.1156351755069,1550.898127200988,722.7824920254811
148,"päälta,","ta,",1,a,2,0,blank,0.19260652404463485,59.60182798064506,862.6668010828541,1570.0368006060992,707.369999523245
149,võta,võ,0,ɵ,2,1,blank,0.1314857781690364,60.85151932621421,367.480194614566,1104.881285301886,737.40109068732
150,võta,ta,1,a,1,0,blank,0.23159180643627053,61.110112676381625,463.28956987605295,1546.491785922341,1083.202216046288
151,roogu,roo,0,oː,2,1,blank,0.2444429327286599,61.280199499244155,938.3540877612302,2096.4219214894515,1158.0678337282213
152,roogu,gu,1,u,1,0,blank,0.20896846887579557,61.40446398262152,945.5846916880729,1761.403355724419,815.8186640363461
153,räästa,rääs,0,æː,2,1,blank,0.1455735401157341,61.47679984141339,1004.3185720409441,1791.5122665699628,787.1936945290187
154,räästa,ta,1,a,1,0,ictus,0.20427254822689633,61.709247913533645,731.6789515728149,1006.8298299198658,275.15087834705093
155,esta!,es,0,e,2,1,blank,0.19876630449293486,61.80587794391313,549.757409062971,1598.2525394834379,1048.495130420467
156,esta!,ta!,1,a,2,0,ictus,0.19488070692911208,61.982785291331744,785.2810151562956,1566.288544914616,781.0075297583205
157,Siin,siin,0,iiː,3,1,blank,0.2672428290835853,68.26455239526742,798.4186299180604,2155.1897276226937,1356.7710977046331
158,om,om,0,o,3,1,blank,0.06529601284961473,68.23698144605066,820.4921464122851,1873.8239779476949,1053.3318315354097
159,siin,siin,0,iiː,3,1,blank,0.24382653061226733,70.66770312500002,1035.62781157353,1463.7137200817237,428.0859085081938
160,om,om,0,o,3,1,blank,0.0650398841417541,70.65494241939514,1039.0143558275176,1449.7915264742107,410.7771706466931
161,siin,siin,0,iiː,3,1,ictus,0.30790702947845716,73.16492825255102,411.2592658398149,1366.3449660294318,955.085700189617
162,om,om,0,o,3,1,ictus,0.153379413798433,73.21153566379844,393.863381595979,1817.1126439543314,1423.2492623583523
163,Kui,kui,0,uiː,3,1,blank,0.27369364793159434,77.92796665353153,652.7852294528504,1899.6876704366673,1246.9024409838169
164,sa,sa,0,a,3,1,blank,0.08049813174457654,77.92635669089663,654.4892169530275,1877.5612323495184,1223.0720153964908
165,"tää,","tää,",0,æ:,3,1,ictus,0.27617687253362533,78.25244240511189,345.00254086433785,1132.760169677084,787.7576288127461
166,ma,ma,0,a,3,1,ictus,0.103304353157057,78.26619217912076,335.6421091170168,1241.6848217776492,906.0427126606323
167,juhate:,ju,0,u,1,1,blank,0.18221816783562872,78.46181546204453,611.2488782104771,1059.7144853260954,448.46560711561835
168,juhate:,ha,1,ɑ,2,0,ictus,0.17040593941828774,78.58470635862719,587.1281621338956,1055.2375443091123,468.10938217521675
169,karask,ka,0,a,1,0,blank,0.10040345477847268,80.13192958311485,598.7877471026768,2171.580612716847,1572.7928656141703
170,karask,rask,1,ɑ,3,1,blank,0.11247532396549786,80.20629751784055,627.4153757470935,2397.0638541804974,1769.6484784334039
171,om,om,0,o,3,1,blank,0.09093209744818864,80.31504389027738,741.0121637036023,2406.8559335897266,1665.8437698861244
172,kambren,kamb,0,a,2,1,blank,0.18125346881342352,80.50854359810073,425.25316273839655,2329.0741988089467,1903.8210360705502
173,kambren,ren,1,e,2,0,blank,0.09996969671666989,80.61692196089638,733.5890970893245,1646.1889857237227,912.5998886343982
174,kapi,ka,0,a,2,1,blank,0.16630472911745642,80.80429084286929,1016.2545352115504,1437.07751655486,420.8229813433096
175,kapi,pi,1,i,1,0,blank,0.22850663791612646,81.03530156421996,404.15593424104776,1093.8347312573367,689.6787970162889
176,pääl.,pääl.,0,æ,3,1,blank,0.22861469415460078,81.19008937376417,408.2302293821408,1155.981847814746,747.7516184326053
177,taha,ta,0,a,1,1,blank,0.23688918575371076,82.95213909837646,792.9126294670308,1800.924938714997,1008.0123092479663
178,taha,ha,1,ɑ,1,0,ictus,0.14461834330163015,83.02752574302471,813.9767028944782,1632.1590703862137,818.1823674917355
179,kanaliha –,ka,0,a,1,1,ictus,0.2668150742482567,83.27653367091096,908.6083232503522,1326.8536667547482,418.24534350439603
180,kanaliha –,na,1,ɑ,1,0,blank,0.2230505333624535,83.41015083357466,803.2643664908703,1578.3553036372964,775.0909371464261
181,kana,ka,0,a,1,1,blank,0.279749261988286,85.44571858902695,474.21026430761253,2110.495233972859,1636.2849696652463
182,kana,na,1,ɑ,1,0,blank,0.16700369719097807,85.50916126134726,629.0686839456304,2195.776901717459,1566.708217771829
183,kannustenu.,kan,0,a,2,1,blank,0.20551290282136847,85.67813045934719,917.290756613206,1418.0485788860472,500.75782227284117
184,kannustenu.,nus,1,u,2,0,blank,0.09944653183623586,85.74959727385462,1069.4393057748923,1447.3146382229997,377.87533244810743
185,"Saagu,",saa,0,aː,2,1,ictus,0.24439432110131065,87.61464952943464,431.1456368117839,1088.2964553263962,657.1508185146123
186,"Saagu,","gu,",1,u,2,0,ictus,0.1671274462761403,87.71214603116975,483.02764207373974,1085.428450556949,602.4008084832092
187,"saagu,",saa,0,aː,2,1,blank,0.21503645833334417,87.88044791666667,420.04976830807436,1862.4813613294339,1442.4315930213595
188,"saagu,","gu,",1,u,2,0,blank,0.03563811254889515,87.85863397532387,446.5019671402581,1980.6197010071885,1534.1177338669304
189,ma,ma,0,a,3,1,blank,0.1001689265501966,87.9721671940799,363.4487478561462,1807.4880995529375,1444.0393516967913
190,sajatan:,sa,0,a,1,1,ictus,0.26162894385709023,88.22043840179832,468.1557745010457,987.0468513666029,518.8910768655572
191,sajatan:,ja,1,ɑ,2,0,ictus,0.11003966592829784,88.23378282777637,455.8575866904679,978.2442308942299,522.386644203762
192,"Saagu,",saa,0,aː,2,1,blank,0.28141836734693015,90.00893484268707,876.1747849293351,1808.4999004157164,932.3251154863813
193,"Saagu,","gu,",1,u,2,0,blank,0.1419082643145373,90.03885501176352,654.9136741464135,1172.6862920345607,517.7726178881471
194,"saagu,",saa,0,aː,2,1,blank,0.24608673469387554,90.24907281037416,683.604161247061,2318.690640569671,1635.0864793226099
195,"saagu,","gu,",1,u,2,0,blank,0.09590588340856243,90.26644661344253,675.6370756703801,2319.083750645402,1643.4466749750218
196,ma,ma,0,a,3,1,blank,0.07858890694762977,90.31966288870143,643.884968929061,2329.19903482018,1685.3140658911188
197,sajatan:,sa,0,a,1,1,blank,0.1993719560520617,90.53154156347836,424.2233327819475,1971.6553325474752,1547.4319997655277
198,sajatan:,ja,1,ɑ,2,0,blank,0.13770907495893425,90.62360239868629,442.8314961093929,2098.868134668426,1656.0366385590332
199,siia,sii,0,iː,2,1,ictus,0.11402827847709318,92.18069519082584,760.2179233743137,1887.7321156113815,1127.5141922370676
200,siia,a,1,a,1,0,ictus,0.06407890641855829,92.20984725959315,565.8513531717416,1476.4528023214025,910.6014491496609
201,sinu,si,0,i,1,1,blank,0.05285183738621413,92.28139796376112,725.4399016054897,2358.5851636970788,1633.145262091589
202,sinu,nu,1,ʊ,1,0,blank,0.08562685827587302,92.3635989033439,624.0885185884564,1799.4616548972353,1175.373136308779
203,tütar,tü,0,y,2,1,blank,0.15860892687413752,92.51522451133441,706.2829344459292,1243.953593685202,537.6706592392727
204,tütar,tar,1,a,2,0,ictus,0.12427091177764282,92.6582995742363,925.9422307294625,1824.8955746672855,898.953343937823
205,"seenetagu,",see,0,eː,2,1,blank,0.29479046778249085,92.96173540420641,617.5754576599675,2117.873475810714,1500.2980181507464
206,"seenetagu,",ne,1,e,2,0,blank,0.11595091732780816,92.95977013442122,642.1874933566396,1971.6709519618278,1329.4834586051882
207,aia,ai,0,ai,2,1,blank,0.29416563266329376,94.82317277408826,1101.2245006191365,1460.4161340577173,359.19163343858077
208,hääre,hää,0,æː,2,1,blank,0.2984207933976677,95.14442425724306,704.4568895934058,1809.8853915154327,1105.428501922027
209,hääre,re,1,e,1,0,blank,0.1659928344190007,95.19820669496322,563.9304522949237,2169.0323963651495,1605.1019440702257
210,"allitagu,",al,0,aʎ,2,1,blank,0.2994932197786113,95.41470349753233,499.3651646311709,2171.7647729904775,1672.3996083593065
211,"allitagu,",li,1,i,2,0,blank,0.0784994278504314,95.39251845789997,445.7073532073985,2302.0219123164597,1856.3145591090613
212,vennal,ven,0,e,2,1,ictus,0.1473316326530778,97.05623703231292,766.358425059158,1298.3219059333715,531.9634808742135
213,vennal,nal,1,al,2,0,blank,0.17445129440667984,97.24102251039307,809.4683356043284,1725.9976473513668,916.5293117470384
214,vii,vii,0,i,3,1,ictus,0.2887550967941763,97.48961947135014,815.2896892062291,1520.3721982490567,705.0825090428276
215,vii,vii,0,iː,3,1,ictus,0.15147808356417158,97.49672000651722,933.3725690087466,1512.1768792093844,578.8043102006378
216,"kandijaksa,",kan,0,a,2,1,ictus,0.2309271977003391,97.70172847980254,693.2690686597045,2250.8362855581117,1557.5672168984072
